user_vec,shop_vec,dist_score,distance [m],cosθ,oaiso_score,id,shop_name,URL,genre,oaiso_genre,lat,lng,address
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.9057927877525732,84.78649102268415,1.0,1.349244445734196,20044,肉寿司 大井町店,https://tabelog.com/tokyo/A1315/A131501/13117263/,牛料理、寿司、創作料理,高級和食,35.607478,139.734095,東京都品川区東大井5-4-13
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.892445091330939,96.79941780215489,1.0,1.3403202009373312,17599,洋風居酒屋 春菜亭,https://tabelog.com/tokyo/A1315/A131501/13028524/,居酒屋、洋食,居酒屋,35.60715833,139.73365,東京都品川区東大井5-15-16まめそうビル　Ｂ１Ｆ
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.8815570896956979,106.59861927387195,1.0,1.3330952338046778,17519,みさき,https://tabelog.com/tokyo/A1315/A131501/13074891/,居酒屋,居酒屋,35.60754167,139.7338194,東京都品川区東大井5-3-4
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.872411713471785,114.82945787539352,1.0,1.3270652575524597,18040,餃子屋EX,https://tabelog.com/tokyo/A1315/A131501/13203810/,バー・お酒（その他）,バー・お酒,35.60754472,139.7336992,東京都品川区東大井5-3-3
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.8692646394396578,117.66182450430797,1.0,1.3249984956143002,20311,宮川 大井町,https://tabelog.com/tokyo/A1315/A131501/13045689/,うなぎ,高級和食,35.60719972,139.73589,東京都品川区東大井5-7-10
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.8540004806805999,131.39956738746008,1.0,1.3150349124653289,17954,ユイット,https://tabelog.com/tokyo/A1315/A131501/13117441/,ビストロ、ワインバー,バー・お酒,35.60756917,139.7334892,東京都品川区東大井5-3-2
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.84310783404644,141.20294935820397,1.0,1.3079873163874638,18767,牛タン いろ葉,https://tabelog.com/tokyo/A1315/A131501/13181078/,牛タン、居酒屋、焼肉,焼肉・ホルモン・鍋,35.60755972,139.7333497,東京都品川区東大井5-3-13
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.8430678958082582,141.23889377256765,1.0,1.3079615731903458,19432,美寿々,https://tabelog.com/tokyo/A1315/A131501/13167874/,居酒屋,居酒屋,35.60756132,139.7333505,東京都品川区東大井5-3-13
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.8217864880635903,160.3921607427687,1.0,1.294346565632207,20094,たら福,https://tabelog.com/tokyo/A1315/A131501/13083838/,居酒屋,居酒屋,35.60784444,139.7333528,東京都品川区東大井5-2-14
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.8932375058651717,96.0862447213455,0.816496580928,1.2101817667403931,20121,旬鮮料理 じょう 大井町店,https://tabelog.com/tokyo/A1315/A131501/13033234/,魚介料理・海鮮料理、居酒屋,高級和食,35.60679722,139.7336,東京都品川区東大井5-17-2野村ビル　２Ｆ
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.6753522301452727,292.1829928692546,1.0,1.2066899497228745,18194,はなの舞 阪急大井町ガーデン店,https://tabelog.com/tokyo/A1315/A131501/13125286/,居酒屋,居酒屋,35.60569028,139.7317722,東京都品川区大井1-50-5阪急大井町ガーデン2F
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0",0.6731763739526281,294.1412634426347,1.0,1.2054735295509431,19092,宝田水産 阪急大井町ガーデン店,https://tabelog.com/tokyo/A1315/A131501/13165752/,寿司,高級和食,35.6053275,139.7320142,東京都品川区大井1-50-5阪急大井町ガーデン1F
"0,1,0,1,0,0,0,1,0","0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0",0.8740254169064454,113.37712478419922,0.816496580928,1.1960715263165294,19975,Speak Easy,https://tabelog.com/tokyo/A1315/A131501/13060294/,バー,バー・お酒,35.60778861,139.7351975,東京都品川区東大井5-6-14
